cohort_month,cohort_size,total_t0_mrr,tenure_months,retained_logos,nrr_mrr_at_tn,grr_mrr_at_tn,nrr_pct,grr_pct,logo_ret_pct
2025-03-01,1008,549902.0,7,803,498677.0,455107.0,90.68,82.76,79.66
2025-03-01,1008,549902.0,8,781,498779.0,448789.0,90.7,81.61,77.48
2025-03-01,1008,549902.0,9,756,486434.0,431564.0,88.46,78.48,75.0
2025-03-01,1008,549902.0,10,735,478745.0,424445.0,87.06,77.19,72.92
2025-04-01,1031,549259.0,0,1031,549259.0,549259.0,100.0,100.0,100.0
2025-04-01,1031,549259.0,1,1013,550367.0,544307.0,100.2,99.1,98.25
2025-04-01,1031,549259.0,2,968,531552.0,524352.0,96.78,95.47,93.89
2025-04-01,1031,549259.0,3,929,517021.0,505871.0,94.13,92.1,90.11
2025-04-01,1031,549259.0,4,896,508294.0,492224.0,92.54,89.62,86.91
2025-04-01,1031,549259.0,5,850,496080.0,473960.0,90.32,86.29,82.44
2025-04-01,1031,549259.0,6,826,483914.0,458104.0,88.1,83.4,80.12
2025-04-01,1031,549259.0,7,797,473553.0,445823.0,86.22,81.17,77.3
2025-04-01,1031,549259.0,8,774,461706.0,433026.0,84.06,78.84,75.07
2025-04-01,1031,549259.0,9,747,455623.0,427323.0,82.95,77.8,72.45
2025-05-01,1117,567643.0,0,1117,567643.0,567643.0,100.0,100.0,100.0
2025-05-01,1117,567643.0,1,1082,559108.0,552518.0,98.5,97.34,96.87
2025-05-01,1117,567643.0,2,1048,551642.0,538662.0,97.18,94.89,93.82
2025-05-01,1117,567643.0,3,1001,533509.0,513659.0,93.99,90.49,89.62
2025-05-01,1117,567643.0,4,962,514648.0,493668.0,90.66,86.97,86.12
2025-05-01,1117,567643.0,5,929,510981.0,483381.0,90.02,85.16,83.17
2025-05-01,1117,567643.0,6,890,500700.0,468020.0,88.21,82.45,79.68
2025-05-01,1117,567643.0,7,862,486158.0,450538.0,85.65,79.37,77.17
2025-05-01,1117,567643.0,8,822,471918.0,437278.0,83.14,77.03,73.59
2025-06-01,1056,527104.0,0,1056,527104.0,527104.0,100.0,100.0,100.0
2025-06-01,1056,527104.0,1,1024,527666.0,518616.0,100.11,98.39,96.97
2025-06-01,1056,527104.0,2,989,517421.0,501081.0,98.16,95.06,93.66
2025-06-01,1056,527104.0,3,959,511431.0,487011.0,97.03,92.39,90.81
2025-06-01,1056,527104.0,4,922,506978.0,474758.0,96.18,90.07,87.31
2025-06-01,1056,527104.0,5,891,505019.0,469039.0,95.81,88.98,84.38
2025-06-01,1056,527104.0,6,860,497000.0,454790.0,94.29,86.28,81.44
2025-06-01,1056,527104.0,7,828,488882.0,447652.0,92.75,84.93,78.41
2025-07-01,1098,563852.0,0,1098,563852.0,563852.0,100.0,100.0,100.0
2025-07-01,1098,563852.0,1,1076,559094.0,554004.0,99.16,98.25,98.0
2025-07-01,1098,563852.0,2,1031,547179.0,537949.0,97.04,95.41,93.9
2025-07-01,1098,563852.0,3,1005,535345.0,518705.0,94.94,91.99,91.53
2025-07-01,1098,563852.0,4,970,522310.0,502130.0,92.63,89.05,88.34
2025-07-01,1098,563852.0,5,932,513998.0,485998.0,91.16,86.19,84.88
2025-07-01,1098,563852.0,6,910,507450.0,479450.0,90.0,85.03,82.88
2025-08-01,1076,530174.0,0,1076,530174.0,530174.0,100.0,100.0,100.0
2025-08-01,1076,530174.0,1,1054,529476.0,522436.0,99.87,98.54,97.96
2025-08-01,1076,530174.0,2,1011,518089.0,502819.0,97.72,94.84,93.96
2025-08-01,1076,530174.0,3,976,508284.0,487504.0,95.87,91.95,90.71
2025-08-01,1076,530174.0,4,938,496672.0,472762.0,93.68,89.17,87.17
2025-08-01,1076,530174.0,5,908,484772.0,462062.0,91.44,87.15,84.39
2025-09-01,1036,540024.0,0,1036,540024.0,540024.0,100.0,100.0,100.0
2025-09-01,1036,540024.0,1,1016,540004.0,532784.0,100.0,98.66,98.07
2025-09-01,1036,540024.0,2,986,534344.0,522194.0,98.95,96.7,95.17
2025-09-01,1036,540024.0,3,955,527315.0,507535.0,97.65,93.98,92.18
2025-09-01,1036,540024.0,4,927,515263.0,496083.0,95.41,91.86,89.48
2025-10-01,1056,539634.0,0,1056,539634.0,539634.0,100.0,100.0,100.0
2025-10-01,1056,539634.0,1,1028,536152.0,529462.0,99.35,98.12,97.35
2025-10-01,1056,539634.0,2,998,528952.0,514662.0,98.02,95.37,94.51
2025-10-01,1056,539634.0,3,968,516672.0,502572.0,95.74,93.13,91.67
2025-11-01,1076,566434.0,0,1076,566434.0,566434.0,100.0,100.0,100.0
2025-11-01,1076,566434.0,1,1058,564022.0,560292.0,99.57,98.92,98.33
2025-11-01,1076,566434.0,2,1020,545820.0,542090.0,96.36,95.7,94.8
2025-12-01,1093,561657.0,0,1093,561657.0,561657.0,100.0,100.0,100.0
2025-12-01,1093,561657.0,1,1071,557259.0,557259.0,99.22,99.22,97.99
